Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
d012623-0min-0Ni-Rapa-R4,0min,0min,A1.fcs,A1,Experiment,None,N/A,All Events,N/A,N/A,30000,44,681.818,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012623-0min-0Ni-Rapa-R4,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,SSC-H,28311,44,643.432,94.370,94.370,543569,117966,515442,109985,451510,109583,155637.69,43720.22,28.63,37.06,157573.69,34082.01,30.57,30.99
d012623-0min-0Ni-Rapa-R4,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13261,44,301.386,44.203,99.864,485162,494033,470901,474239,451489,414644,113980.10,134471.49,23.49,27.22,111613.09,135244.25,23.70,28.52
d012623-0min-0Ni-Rapa-R4,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-A,13279,44,301.795,44.263,44.263,485624,494520,471079,474495,451489,414644,114597.27,135038.05,23.60,27.31,111876.99,135509.64,23.75,28.56
d012623-0min-0Ni-Rapa-R4,0min,0min,A1.fcs,A1,Experiment,None,,CTA1-GFP,BL1-H,,13261,44,301.386,44.203,44.203,4635,N/A,4169,N/A,4797,N/A,2486.33,N/A,53.65,N/A,2035.61,N/A,48.83,N/A
d012623-0min-0Ni-Rapa-R4,0min,0min,A1.fcs,A1,Experiment,None,,single cell,FSC-H,FSC-W,13279,44,301.795,44.263,46.904,485624,87,471079,86,451489,86,114597.27,8.19,23.60,9.40,111876.99,7.41,23.75,8.62
d012623-0min-0Ni-Rapa-R4,0min,0min,A1.fcs,A1,Experiment,None,,cell,FSC-H,FSC-W,28311,44,643.432,94.370,94.370,543569,111,515442,101,451510,86,155637.69,36.01,28.63,32.39,157573.69,25.20,30.57,24.95
d012623-0min-0Ni-Rapa-R4,0min,0min,A2.fcs,A2,Experiment,None,N/A,All Events,N/A,N/A,30000,54,555.556,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012623-0min-0Ni-Rapa-R4,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,SSC-H,28040,54,519.259,93.467,93.467,553142,117077,526004,110269,449553,115755,155774.04,41990.43,28.16,35.87,159697.51,32855.90,30.36,29.80
d012623-0min-0Ni-Rapa-R4,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13250,54,245.370,44.167,99.932,485799,497398,474284,480548,449570,420912,109144.03,130334.06,22.47,26.20,108146.03,132772.02,22.80,27.63
d012623-0min-0Ni-Rapa-R4,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-A,13259,54,245.537,44.197,44.197,486015,497662,474351,480612,449570,420912,109453.89,130693.70,22.52,26.26,108229.80,132795.00,22.82,27.63
d012623-0min-0Ni-Rapa-R4,0min,0min,A2.fcs,A2,Experiment,None,,CTA1-GFP,BL1-H,,13250,54,245.370,44.167,44.167,4714,N/A,4282,N/A,5229,N/A,2543.67,N/A,53.96,N/A,2011.89,N/A,46.98,N/A
d012623-0min-0Ni-Rapa-R4,0min,0min,A2.fcs,A2,Experiment,None,,single cell,FSC-H,FSC-W,13259,54,245.537,44.197,47.286,486015,88,474351,87,449570,86,109453.89,8.21,22.52,9.31,108229.80,8.90,22.82,10.22
d012623-0min-0Ni-Rapa-R4,0min,0min,A2.fcs,A2,Experiment,None,,cell,FSC-H,FSC-W,28040,54,519.259,93.467,93.467,553142,111,526004,101,449553,86,155774.04,33.72,28.16,30.41,159697.51,23.72,30.36,23.49
d012623-0min-0Ni-Rapa-R4,0min,0min,B1.fcs,B1,Experiment,None,N/A,All Events,N/A,N/A,30000,46,652.174,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012623-0min-0Ni-Rapa-R4,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,SSC-H,28221,46,613.500,94.070,94.070,534985,117345,504120,108623,453603,97273,157037.19,44183.09,29.35,37.65,158154.87,34271.78,31.37,31.55
d012623-0min-0Ni-Rapa-R4,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13526,46,294.043,45.087,99.889,477747,486669,462452,466457,406611,410553,115247.73,135359.89,24.12,27.81,111892.56,135900.30,24.20,29.13
d012623-0min-0Ni-Rapa-R4,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-A,13541,46,294.370,45.137,45.137,478093,487113,462645,466606,406611,410553,115670.70,135948.85,24.19,27.91,112175.00,136001.86,24.25,29.15
d012623-0min-0Ni-Rapa-R4,0min,0min,B1.fcs,B1,Experiment,None,,CTA1-GFP,BL1-H,,13526,46,294.043,45.087,45.087,4711,N/A,4217,N/A,5427,N/A,2578.32,N/A,54.73,N/A,2131.98,N/A,50.56,N/A
d012623-0min-0Ni-Rapa-R4,0min,0min,B1.fcs,B1,Experiment,None,,single cell,FSC-H,FSC-W,13541,46,294.370,45.137,47.982,478093,87,462645,86,406611,87,115670.70,8.16,24.19,9.39,112175.00,7.41,24.25,8.62
d012623-0min-0Ni-Rapa-R4,0min,0min,B1.fcs,B1,Experiment,None,,cell,FSC-H,FSC-W,28221,46,613.500,94.070,94.070,534985,110,504120,100,453603,86,157037.19,36.14,29.35,32.75,158154.87,23.72,31.37,23.72
d012623-0min-0Ni-Rapa-R4,0min,0min,B2.fcs,B2,Experiment,None,N/A,All Events,N/A,N/A,30000,50,600.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012623-0min-0Ni-Rapa-R4,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,SSC-H,27918,50,558.360,93.060,93.060,554597,118233,527432,110867,474116,113621,155386.89,42166.35,28.02,35.66,161522.60,33087.18,30.62,29.84
d012623-0min-0Ni-Rapa-R4,0min,0min,B2.fcs,B2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,12778,50,255.560,42.593,99.836,487371,497570,474928,479105,431077,463821,111370.52,132256.35,22.85,26.58,108521.13,132383.58,22.85,27.63
d012623-0min-0Ni-Rapa-R4,0min,0min,B2.fcs,B2,Experiment,None,,single cell,FSC-H,FSC-A,12799,50,255.980,42.663,42.663,487886,498154,475157,479287,431077,463821,112064.27,132944.94,22.97,26.69,108821.36,132600.78,22.90,27.67
d012623-0min-0Ni-Rapa-R4,0min,0min,B2.fcs,B2,Experiment,None,,CTA1-GFP,BL1-H,,12778,50,255.560,42.593,42.593,4712,N/A,4290,N/A,5222,N/A,2465.26,N/A,52.32,N/A,2029.68,N/A,47.31,N/A
d012623-0min-0Ni-Rapa-R4,0min,0min,B2.fcs,B2,Experiment,None,,single cell,FSC-H,FSC-W,12799,50,255.980,42.663,45.845,487886,88,475157,87,431077,86,112064.27,8.24,22.97,9.39,108821.36,8.90,22.90,10.22
d012623-0min-0Ni-Rapa-R4,0min,0min,B2.fcs,B2,Experiment,None,,cell,FSC-H,FSC-W,27918,50,558.360,93.060,93.060,554597,112,527432,102,474116,86,155386.89,35.55,28.02,31.64,161522.60,25.20,30.62,24.71
d012623-0min-0Ni-Rapa-R4,0min,0min,C1.fcs,C1,Experiment,None,N/A,All Events,N/A,N/A,30000,48,625.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012623-0min-0Ni-Rapa-R4,0min,0min,C1.fcs,C1,Experiment,None,,cell,FSC-H,SSC-H,28594,48,595.708,95.313,95.313,526482,116131,496886,108220,472094,103392,153308.15,43064.25,29.12,37.08,150890.13,33101.27,30.37,30.59
d012623-0min-0Ni-Rapa-R4,0min,0min,C1.fcs,C1,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13780,48,287.083,45.933,99.884,472905,481652,458090,461510,414717,414637,113505.73,133946.32,24.00,27.81,109183.11,134691.24,23.83,29.18
d012623-0min-0Ni-Rapa-R4,0min,0min,C1.fcs,C1,Experiment,None,,single cell,FSC-H,FSC-A,13796,48,287.417,45.987,45.987,473307,482093,458347,461773,414717,414637,114072.67,134497.51,24.10,27.90,109385.48,134902.51,23.87,29.21
d012623-0min-0Ni-Rapa-R4,0min,0min,C1.fcs,C1,Experiment,None,,CTA1-GFP,BL1-H,,13780,48,287.083,45.933,45.933,4761,N/A,4318,N/A,5029,N/A,2549.56,N/A,53.55,N/A,2127.53,N/A,49.27,N/A
d012623-0min-0Ni-Rapa-R4,0min,0min,C1.fcs,C1,Experiment,None,,single cell,FSC-H,FSC-W,13796,48,287.417,45.987,48.248,473307,87,458347,85,414717,86,114072.67,8.20,24.10,9.47,109385.48,7.41,23.87,8.72
d012623-0min-0Ni-Rapa-R4,0min,0min,C1.fcs,C1,Experiment,None,,cell,FSC-H,FSC-W,28594,48,595.708,95.313,95.313,526482,109,496886,100,472094,86,153308.15,34.55,29.12,31.66,150890.13,23.72,30.37,23.72
d012623-0min-0Ni-Rapa-R4,0min,0min,C2.fcs,C2,Experiment,None,N/A,All Events,N/A,N/A,30000,52,576.923,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
d012623-0min-0Ni-Rapa-R4,0min,0min,C2.fcs,C2,Experiment,None,,cell,FSC-H,SSC-H,28515,52,548.365,95.050,95.050,526641,116019,496224,107922,455632,109584,156331.50,43616.30,29.68,37.59,154119.23,33149.45,31.06,30.72
d012623-0min-0Ni-Rapa-R4,0min,0min,C2.fcs,C2,Experiment,None,,CTA1-GFP,FSC-H,FSC-A,13554,52,260.654,45.180,99.919,472078,480132,456669,459589,416697,453650,115658.48,135908.08,24.50,28.31,110635.32,132895.07,24.23,28.92
d012623-0min-0Ni-Rapa-R4,0min,0min,C2.fcs,C2,Experiment,None,,single cell,FSC-H,FSC-A,13565,52,260.865,45.217,45.217,472351,480454,456781,459876,416697,453650,116014.97,136332.54,24.56,28.38,110813.97,133119.69,24.26,28.95
d012623-0min-0Ni-Rapa-R4,0min,0min,C2.fcs,C2,Experiment,None,,CTA1-GFP,BL1-H,,13554,52,260.654,45.180,45.180,4862,N/A,4393,N/A,4629,N/A,2651.87,N/A,54.54,N/A,2149.03,N/A,48.92,N/A
d012623-0min-0Ni-Rapa-R4,0min,0min,C2.fcs,C2,Experiment,None,,single cell,FSC-H,FSC-W,13565,52,260.865,45.217,47.571,472351,86,456781,85,416697,86,116014.97,8.29,24.56,9.58,110813.97,7.41,24.26,8.72
d012623-0min-0Ni-Rapa-R4,0min,0min,C2.fcs,C2,Experiment,None,,cell,FSC-H,FSC-W,28515,52,548.365,95.050,95.050,526641,109,496224,100,455632,86,156331.50,34.30,29.68,31.38,154119.23,25.20,31.06,25.20
d012623-0min-0Ni-Rapa-R4,0min,0min,D1.fcs,D1,Experiment,None,N/A,All Events,N/A,N/A,30000,50,600.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
